0,0,0
1,0,1
2,0,2
3,0,3
4,0,4
5,0,5
6,0,6
7,0,7
8,0,8
9,0,9
10,0,10
11,0,11
12,0,12
13,0,13
14,0,14
15,0,15
16,0,16
17,0,17
18,0,18
19,0,19
20,0,20
21,0,21
22,0,22
23,0,23
24,0,24
25,0,25
26,0,26
27,0,27
28,0,28
29,0,29
30,0,30
31,0,31
32,0,32
33,0,33
34,0,34
35,0,35
36,0,36
37,0,37
38,0,38
39,0,39
40,0,40
41,0,41
42,0,42
43,0,43
44,0,44
45,0,45
46,0,46
47,0,47
48,0,48
49,0,49

0,6,2
0,12,2
0,21,4
0,28,4
0,36,1
0,48,1
1,16,5
1,22,3
1,41,4
2,6,3
2,31,2
2,37,2
2,43,5
2,49,2
3,31,1
3,36,3
3,44,2
4,12,5
4,20,4
4,39,4
5,7,3
5,8,4
5,27,1
5,29,2
6,8,2
6,17,4
6,25,4
6,42,4
6,48,2
7,11,4
7,20,2
7,25,2
7,28,4
7,29,4
8,10,5
8,15,5
8,25,2
8,34,1
8,47,2
8,49,4
9,12,3
9,22,3
9,26,4
9,34,5
9,43,2
10,20,4
10,36,2
10,37,4
10,40,5
11,29,5
12,22,5
12,29,4
12,33,1
12,48,2
13,24,2
14,17,5
14,18,1
14,40,2
15,41,4
16,48,3
17,26,2
17,48,4
18,23,3
18,46,5
19,25,4
19,36,1
19,37,4
19,38,4
19,48,4
20,23,5
20,35,3
20,38,3
20,39,4
21,27,1
21,43,2
22,32,2
22,40,3
22,43,2
22,44,2
23,26,4
23,40,3
23,45,5
24,37,5
24,38,4
24,39,4
24,42,3
25,31,2
25,35,5
25,39,3
26,45,1
27,32,3
28,34,2
28,43,2
29,32,3
29,37,1
30,33,3
30,34,3
30,47,1
30,48,5
31,32,1
31,39,1
31,42,3
31,46,3
32,41,3
32,44,1
33,38,5
33,41,1
34,46,2
35,39,4
36,47,2
36,48,5
37,39,3
38,41,2
40,41,2
40,46,1
40,47,4
41,48,1
42,47,5
44,47,4
48,49,4
