0,0,0
1,0,1
2,0,2
3,0,3
4,0,4
5,0,5
6,0,6
7,0,7
8,0,8
9,0,9
10,0,10
11,0,11
12,0,12
13,0,13
14,0,14
15,0,15
16,0,16
17,0,17
18,0,18
19,0,19
20,0,20
21,0,21
22,0,22
23,0,23
24,0,24
25,0,25
26,0,26
27,0,27
28,0,28
29,0,29
30,0,30
31,0,31
32,0,32
33,0,33
34,0,34
35,0,35
36,0,36
37,0,37
38,0,38
39,0,39
40,0,40
41,0,41
42,0,42
43,0,43
44,0,44
45,0,45
46,0,46
47,0,47
48,0,48
49,0,49

0,3,4
0,13,2
0,24,1
0,26,2
0,32,2
0,35,1
0,37,4
1,2,3
1,6,1
1,9,2
1,14,1
1,20,4
1,26,4
1,34,4
1,35,4
2,14,4
2,15,1
2,39,5
2,44,2
3,4,5
3,15,2
3,23,1
3,36,1
3,42,1
4,10,4
4,19,1
5,17,2
5,40,3
5,44,1
6,13,5
6,24,1
6,43,5
6,49,4
7,23,2
7,35,3
7,41,4
8,10,5
8,29,2
8,30,2
8,33,5
8,48,5
9,11,5
9,16,3
9,32,1
9,41,2
9,46,4
10,13,4
10,14,1
10,33,4
10,35,5
10,41,4
10,45,5
10,47,5
10,49,2
11,20,2
11,46,4
12,21,2
12,30,4
12,33,5
12,41,3
13,16,5
13,34,3
13,35,3
13,37,3
14,26,1
14,34,2
14,36,1
14,49,5
15,24,1
16,41,5
16,43,5
17,19,2
17,25,4
17,36,1
17,39,5
18,31,4
18,35,2
18,36,1
18,45,4
18,48,1
19,25,5
19,26,3
19,27,4
19,36,4
19,42,1
19,43,5
19,45,1
19,47,5
20,24,5
20,26,2
20,28,1
20,37,5
21,39,1
21,43,5
21,45,1
22,34,3
22,38,3
23,40,2
23,44,3
23,49,5
25,27,4
25,41,5
26,30,5
26,41,5
27,38,5
27,39,3
28,37,3
28,39,5
28,40,3
28,43,2
29,36,1
29,38,3
29,39,4
29,49,2
30,31,5
30,35,3
31,36,2
31,40,2
32,43,3
32,46,3
33,38,3
33,40,2
33,45,4
34,46,2
36,39,2
36,47,4
37,42,3
37,47,3
38,43,3
38,49,4
39,42,3
40,42,2
40,43,4
40,48,4
41,45,1
43,44,4
