0,0,0
1,0,1
2,0,2
3,0,3
4,0,4
5,0,5
6,0,6
7,0,7
8,0,8
9,0,9
10,0,10
11,0,11
12,0,12
13,0,13
14,0,14
15,0,15
16,0,16
17,0,17
18,0,18
19,0,19
20,0,20
21,0,21
22,0,22
23,0,23
24,0,24
25,0,25
26,0,26
27,0,27
28,0,28
29,0,29
30,0,30
31,0,31
32,0,32
33,0,33
34,0,34
35,0,35
36,0,36
37,0,37
38,0,38
39,0,39
40,0,40
41,0,41
42,0,42
43,0,43
44,0,44
45,0,45
46,0,46
47,0,47
48,0,48
49,0,49

0,7,2
0,12,2
0,16,2
0,22,4
0,32,1
0,34,1
1,6,3
1,9,5
1,19,4
1,21,3
1,24,2
1,30,2
1,33,1
1,34,2
1,37,3
1,41,3
1,44,5
2,20,1
2,30,4
2,45,3
2,49,3
3,4,5
3,10,1
3,11,2
3,23,2
3,27,3
3,38,3
3,46,4
4,9,1
4,20,4
4,43,4
5,16,5
6,16,3
6,23,1
6,31,1
6,33,5
6,41,2
6,43,2
7,21,1
7,23,2
8,13,4
8,17,5
8,19,4
9,28,5
9,36,4
9,45,5
9,48,4
10,29,4
10,43,3
10,46,2
11,16,1
11,22,2
11,23,5
11,34,3
11,41,2
11,46,5
12,37,2
12,46,5
13,18,1
13,19,3
13,23,1
13,31,3
13,44,4
14,29,3
14,36,4
14,38,4
14,47,2
15,16,5
15,25,4
16,26,4
16,35,3
16,45,4
17,28,1
17,44,5
18,26,5
18,29,2
19,40,1
20,24,1
20,30,3
20,42,5
20,43,1
21,34,2
21,38,2
22,25,2
22,28,2
22,32,3
23,24,4
23,39,2
23,47,4
24,34,2
24,38,4
24,41,3
24,45,1
24,49,1
25,32,2
25,47,5
25,49,5
26,43,2
27,28,5
27,43,3
28,36,2
29,47,5
30,33,4
30,35,5
30,36,2
30,40,3
30,48,4
31,46,4
32,40,4
32,41,1
35,37,2
35,39,3
35,45,1
35,48,2
36,42,1
36,48,5
37,48,1
38,46,1
38,49,5
39,46,4
40,42,1
40,49,1
42,43,2
45,48,5
