0,0,0
1,0,1
2,0,2
3,0,3
4,0,4
5,0,5
6,0,6
7,0,7
8,0,8
9,0,9
10,0,10
11,0,11
12,0,12
13,0,13
14,0,14
15,0,15
16,0,16
17,0,17
18,0,18
19,0,19
20,0,20
21,0,21
22,0,22
23,0,23
24,0,24
25,0,25
26,0,26
27,0,27
28,0,28
29,0,29
30,0,30
31,0,31
32,0,32
33,0,33
34,0,34
35,0,35
36,0,36
37,0,37
38,0,38
39,0,39
40,0,40
41,0,41
42,0,42
43,0,43
44,0,44
45,0,45
46,0,46
47,0,47
48,0,48
49,0,49

0,7,2
0,12,2
0,24,1
0,27,1
1,24,2
1,35,3
1,49,4
2,10,5
2,25,3
2,33,3
3,7,1
3,24,5
3,28,5
3,36,4
4,7,2
4,13,4
4,35,5
4,37,2
4,48,2
5,6,2
5,17,1
5,32,4
5,41,3
6,12,3
6,37,5
6,43,2
6,47,1
6,49,3
7,9,4
7,10,3
7,11,2
7,46,2
8,10,3
8,14,3
8,17,2
8,20,1
8,38,4
8,41,4
8,46,1
8,48,2
9,25,5
9,38,5
9,48,4
10,12,4
10,19,5
10,43,2
10,46,4
11,20,1
12,15,5
12,26,1
12,30,3
12,36,1
12,43,3
13,20,2
13,22,4
14,17,4
14,22,2
14,35,5
14,39,1
14,40,1
14,44,2
14,49,5
15,17,4
15,18,5
15,30,3
15,48,3
16,17,1
16,20,1
16,41,3
16,44,4
16,49,2
17,28,1
17,30,5
17,34,3
19,39,5
19,41,2
19,45,5
20,25,1
21,26,3
21,31,2
21,48,5
22,37,3
22,49,5
23,29,1
23,35,5
23,38,1
24,38,5
24,49,3
25,33,4
25,42,4
25,46,1
26,34,3
26,38,3
26,40,4
27,40,5
29,33,5
29,36,2
29,47,1
30,37,5
30,46,4
31,40,2
31,43,2
32,41,1
34,41,4
34,42,1
35,46,1
36,39,2
36,42,4
36,49,4
37,41,2
37,44,2
38,47,4
39,42,3
39,45,3
39,48,5
40,44,1
40,47,5
40,48,2
41,43,3
44,46,5
